0.000000e+00	1.000000e+00	5.551115e-17	0.000000e+00	1.880536e+00	0.000000e+00	3.451332e+00
1.000000e-03	9.999998e-01	2.633671e-07	0.000000e+00	1.231997e+00	0.000000e+00	3.452332e+00
5.000000e-03	9.999992e-01	1.316834e-06	0.000000e+00	1.233997e+00	0.000000e+00	3.456330e+00
2.100000e-02	9.999967e-01	5.530594e-06	0.000000e+00	1.241999e+00	0.000000e+00	3.472323e+00
8.500000e-02	9.999865e-01	2.237923e-05	0.000000e+00	1.274006e+00	0.000000e+00	3.536297e+00
2.600408e-01	9.999586e-01	6.829106e-05	0.000000e+00	1.361545e+00	0.000000e+00	3.711272e+00
4.350815e-01	9.999308e-01	1.136778e-04	0.000000e+00	1.449085e+00	0.000000e+00	3.886254e+00
6.101223e-01	9.999029e-01	1.581917e-04	0.000000e+00	1.536625e+00	0.000000e+00	4.061243e+00
7.851631e-01	9.998751e-01	2.014916e-04	0.000000e+00	1.624166e+00	0.000000e+00	4.236239e+00
9.602038e-01	9.998473e-01	2.432457e-04	0.000000e+00	1.711707e+00	0.000000e+00	4.411243e+00
1.135245e+00	9.998194e-01	2.831337e-04	0.000000e+00	1.799247e+00	0.000000e+00	4.586254e+00
1.310285e+00	9.997916e-01	3.208497e-04	0.000000e+00	1.886788e+00	0.000000e+00	4.761273e+00
1.485326e+00	9.997638e-01	3.561046e-04	0.000000e+00	1.974327e+00	0.000000e+00	4.936298e+00
1.660367e+00	9.997360e-01	3.886281e-04	0.000000e+00	2.061866e+00	0.000000e+00	5.111331e+00
1.835408e+00	9.997082e-01	4.181708e-04	0.000000e+00	2.149402e+00	0.000000e+00	5.286372e+00
2.010448e+00	9.996804e-01	4.445063e-04	0.000000e+00	2.236935e+00	0.000000e+00	5.461419e+00
2.185489e+00	9.996527e-01	4.674330e-04	0.000000e+00	2.324466e+00	0.000000e+00	5.636474e+00
2.360530e+00	9.996249e-01	4.867756e-04	0.000000e+00	2.411992e+00	0.000000e+00	5.811536e+00
2.535571e+00	9.995971e-01	5.023862e-04	0.000000e+00	2.499515e+00	0.000000e+00	5.986606e+00
2.710612e+00	9.995694e-01	5.141458e-04	0.000000e+00	2.587032e+00	0.000000e+00	6.161682e+00
2.885652e+00	9.995416e-01	5.219650e-04	0.000000e+00	2.674545e+00	0.000000e+00	5.358112e-02
3.060693e+00	9.995139e-01	5.257847e-04	0.000000e+00	2.762052e+00	0.000000e+00	2.286725e-01
3.235734e+00	9.994861e-01	5.255764e-04	0.000000e+00	2.849554e+00	0.000000e+00	4.037712e-01
3.410775e+00	9.994584e-01	5.213425e-04	0.000000e+00	2.937052e+00	0.000000e+00	5.788771e-01
3.585816e+00	9.994306e-01	5.131165e-04	0.000000e+00	3.024545e+00	0.000000e+00	7.539904e-01
3.760856e+00	9.994029e-01	5.009618e-04	0.000000e+00	3.112034e+00	0.000000e+00	9.291110e-01
3.935874e+00	9.993752e-01	4.849747e-04	0.000000e+00	3.199510e+00	0.000000e+00	1.104216e+00
4.110865e+00	9.993474e-01	4.652798e-04	0.000000e+00	3.286971e+00	0.000000e+00	1.279301e+00
4.285828e+00	9.993197e-01	4.420300e-04	0.000000e+00	3.374418e+00	0.000000e+00	1.454366e+00
4.460765e+00	9.992919e-01	4.154048e-04	0.000000e+00	3.461856e+00	0.000000e+00	1.629411e+00
